iter	MultiClass
114	0.2777228069
115	0.2769631789
116	0.2753669194
117	0.2747475769
118	0.2733679722
119	0.2724476426
120	0.2711470815
121	0.270384466
122	0.2699376723
123	0.2692734078
124	0.2679539046
125	0.2638517935
126	0.2624333936
127	0.2601950417
128	0.2589622522
129	0.2565477269
130	0.2563042494
131	0.2552973259
132	0.2544371879
133	0.2531073584
134	0.2526353285
135	0.2518461562
136	0.2483582291
137	0.2477598911
138	0.2463464235
139	0.245709524
140	0.2452096496
141	0.2442054146
142	0.2434122842
143	0.2430517586
144	0.2394159074
145	0.2385801656
146	0.2374819243
147	0.2367582978
148	0.2361607408
149	0.2347948271
150	0.2332129409
151	0.2310572948
152	0.2304520185
153	0.2298833191
154	0.2285536887
155	0.2275832023
156	0.2250609222
157	0.2241330126
158	0.2236212773
159	0.2226482026
160	0.2218622582
161	0.2204506497
162	0.2199247831
163	0.2190479854
164	0.2182853468
165	0.2164761177
166	0.2155129219
167	0.2144528451
168	0.2135987849
169	0.2117715782
170	0.2088812552
171	0.2067734168
172	0.2051656807
173	0.2039313518
174	0.2030112348
175	0.2027506384
176	0.2017785939
177	0.2005504739
178	0.2001511823
179	0.1994036106
180	0.1976555207
181	0.1943013186
182	0.1925168894
183	0.1901568417
184	0.1891320403
185	0.1882198657
186	0.1876697859
187	0.1859827766
188	0.1837487673
189	0.1827996955
190	0.1821269803
191	0.1810418219
192	0.179315052
193	0.1775909966
194	0.1766819654
195	0.1760208086
196	0.1757173856
197	0.1745793644
198	0.1741163139
199	0.1735954317
200	0.172600678
201	0.1708525285
202	0.1695330232
203	0.1687452244
204	0.1673038045
205	0.1660971257
206	0.1650950139
207	0.1647204355
208	0.1642296424
209	0.1622723892
210	0.1611419086
211	0.160677934
212	0.1601297505
213	0.1599213607
214	0.1593709413
215	0.1586374864
216	0.1571949176
217	0.156167325
218	0.1546647473
219	0.1539347855
220	0.1532355866
221	0.152554615
222	0.1520646015
223	0.1515384263
224	0.1503313272
225	0.1498894115
226	0.1481338162
227	0.1476928873
228	0.1474723015
229	0.1467941137
230	0.1465723119
231	0.1462913576
232	0.1458586902
233	0.1452061018
234	0.14415385
235	0.1437331341
236	0.1424438847
237	0.1418065054
238	0.1414364137
239	0.1403120019
240	0.1391003185
241	0.1387448866
242	0.1385461289
243	0.1377119424
244	0.1375896749
245	0.1366228199
246	0.1362741172
247	0.1354151564
248	0.1350881681
249	0.1347940906
250	0.134361886
251	0.1338484704
252	0.1332752877
253	0.1329392715
254	0.132497976
255	0.1312672963
256	0.1308250791
257	0.1300454534
258	0.1297242389
259	0.1294331327
260	0.1291234264
261	0.1278920859
262	0.1273162057
263	0.1268480723
264	0.1262690848
265	0.1258699499
266	0.1253703822
267	0.1241877304
268	0.1234572653
269	0.1231922596
270	0.1228074277
271	0.1220435644
272	0.1215565676
273	0.1213469058
274	0.1201952017
275	0.1197958872
276	0.119458727
277	0.1189156282
278	0.1186595104
279	0.1183987223
280	0.1178107461
281	0.116943527
282	0.116731122
283	0.1163776488
284	0.1161432771
285	0.1159448248
286	0.115203243
287	0.1145638903
288	0.1143245699
289	0.1140400812
290	0.1138250265
291	0.1136130197
292	0.1132220629
293	0.1129408081
294	0.1126169176
295	0.1124776922
296	0.1123086274
297	0.1119719313
298	0.1117387749
299	0.1115987487
300	0.111495731
301	0.1113839705
302	0.1109886015
303	0.110838368
304	0.1100977746
305	0.1096245138
306	0.1094060743
307	0.1091331842
308	0.108896309
309	0.1080450372
310	0.107790892
311	0.1074471912
312	0.1069734351
313	0.1063634866
314	0.1060232935
315	0.1055721678
316	0.1051972225
317	0.1049087687
318	0.1042834314
319	0.1040022929
320	0.1038938696
321	0.1036418977
322	0.1034655697
323	0.1032658342
324	0.1031731543
325	0.1029778408
326	0.1026443333
327	0.1023558641
328	0.1022681193
329	0.1020012218
330	0.1015201
331	0.1011855954
332	0.1010593952
333	0.1009586653
334	0.1007385337
335	0.1006043583
336	0.1004944268
337	0.1003558645
338	0.09998600646
339	0.09980850449
340	0.09964190684
341	0.09954097537
342	0.09923276496
343	0.09898762844
344	0.09846714221
345	0.09827882179
346	0.09821757842
347	0.09767339805
348	0.0976418028
349	0.09741479673
350	0.0971327023
351	0.09702883386
352	0.09680766441
353	0.09670861803
354	0.09658146598
355	0.09632400165
356	0.09622463676
357	0.09610798393
358	0.09565501825
359	0.09529812173
360	0.09511046952
361	0.09487565602
362	0.0946738293
363	0.09455848448
364	0.09423366081
365	0.09405004495
366	0.09372754783
367	0.09361256179
368	0.09341592183
369	0.09333813232
370	0.09331264643
371	0.09311438535
372	0.09301624343
373	0.09269683897
374	0.09263075728
375	0.09244409404
376	0.09213482874
377	0.09197578458
378	0.09186566142
379	0.09178511836
380	0.09148705217
381	0.09120653318
382	0.09110374592
383	0.09083661887
384	0.09071433278
385	0.09041622607
386	0.09018255129
387	0.09011937381
388	0.09001367364
389	0.08993097045
390	0.08951296523
391	0.08930326586
392	0.08887649506
393	0.0885619185
394	0.08829007334
395	0.08820554343
396	0.0880510105
397	0.08797301124
398	0.08779800104
399	0.08771738279
400	0.08730730844
401	0.08724454825
402	0.08706487669
403	0.08686781193
404	0.08681015458
405	0.08666506212
406	0.08648473599
407	0.08628424902
408	0.08609876565
409	0.08558448498
410	0.08553321486
411	0.08533917595
412	0.08494667594
413	0.08485862161
414	0.08474946416
415	0.08461020565
416	0.08447311897
417	0.08436588887
418	0.08426055095
419	0.08409741715
420	0.08387876183
421	0.08348849581
422	0.0833627616
423	0.08328307479
424	0.08310409617
425	0.08301984765
426	0.08291536346
427	0.08279805814
428	0.08265160106
429	0.08256440422
430	0.08232239825
431	0.08215028552
432	0.08206655854
433	0.08197368048
434	0.08179844115
435	0.08166872196
436	0.08159163077
437	0.08117560836
438	0.08106546872
439	0.08084856576
440	0.08065851919
441	0.08050483539
442	0.08034438487
443	0.08021412391
444	0.07985292525
445	0.07977392652
446	0.07963737949
447	0.07949682883
448	0.07915636658
449	0.07899631116
450	0.07894958108
451	0.07879109193
452	0.07878255122
453	0.07872197328
454	0.07857305234
455	0.07844985178
456	0.07819795703
457	0.07811020532
458	0.07788032689
459	0.07772773079
460	0.07752548346
461	0.07716353393
462	0.07703024268
463	0.07688983771
464	0.07671684553
465	0.07654318042
466	0.07638791732
467	0.07621275567
468	0.07608454494
469	0.07596639918
470	0.07591896911
471	0.07586753482
472	0.07574843977
473	0.07566604287
474	0.07564775624
475	0.07557827187
476	0.07540353961
477	0.07527918679
478	0.07522121125
479	0.07506485498
480	0.07501060182
481	0.07496470606
482	0.07487966926
483	0.07479505181
484	0.07444890319
485	0.07434200376
486	0.07396747932
487	0.07390917787
488	0.07378656222
489	0.07357142754
490	0.07347756144
491	0.0732814396
492	0.07319514486
493	0.07313280819
494	0.07304217853
495	0.07292906419
496	0.07285693941
497	0.0727572238
498	0.07266593297
499	0.07256724544
500	0.07226612258
501	0.07208180741
502	0.07206321496
503	0.0720077529
504	0.07173176558
505	0.07165594959
506	0.07158054066
507	0.07152944273
508	0.0713491372
509	0.07125313003
510	0.0710204408
511	0.07085503692
512	0.07065334191
513	0.07060468114
514	0.07049371774
515	0.07034429969
516	0.07018187175
517	0.07003283543
518	0.06972122417
519	0.06959567761
520	0.06946275825
521	0.06929647351
522	0.06922126971
523	0.06917784754
524	0.06900160555
525	0.06893390152
526	0.06890623857
527	0.06878597249
528	0.06863016843
529	0.06854554817
530	0.06831691418
531	0.06824949993
532	0.06803820609
533	0.06798463427
534	0.06780743771
535	0.06770403716
536	0.067626459
537	0.06756816863
538	0.06743895395
539	0.06737136796
540	0.06716390608
541	0.0670968708
542	0.06696942388
543	0.06678234412
544	0.06672242703
545	0.06661131357
546	0.06649026863
547	0.06638826416
548	0.06625809485
549	0.06621045285
550	0.06612966414
551	0.06601732578
552	0.06591169651
553	0.06581347381
554	0.06570575569
555	0.0656367953
556	0.06549984249
557	0.06540985116
558	0.06528722921
559	0.06519812975
560	0.06512440618
561	0.06502075557
562	0.06484928569
563	0.06478653518
564	0.06471970761
565	0.06467212736
566	0.06460848328
567	0.06453705175
568	0.06441203108
569	0.06430721954
570	0.06400330147
571	0.06397289397
572	0.06393513253
573	0.06383628078
574	0.06380416546
575	0.06361102079
576	0.06351571601
577	0.06345969556
578	0.06342284354
579	0.06323402452
580	0.06322368982
581	0.06315037658
582	0.06298997507
583	0.06295124204
584	0.06282887549
585	0.06270268457
586	0.06263862539
587	0.0624902655
588	0.06239343461
589	0.06227004767
590	0.06221143426
591	0.06195236042
592	0.0618722397
593	0.06173566053
594	0.06170769547
595	0.06154717897
596	0.06150866648
597	0.06137808384
598	0.0613106407
599	0.06120091756
600	0.06106382746
601	0.06104851494
602	0.0607387638
603	0.06068056219
604	0.06062945061
605	0.06050235899
606	0.06039103201
607	0.06036658705
608	0.0601866279
609	0.06001459033
610	0.05992784913
611	0.0597936594
612	0.05961629136
613	0.0596089961
614	0.0595315118
615	0.05936155326
616	0.05928071741
617	0.05913993915
618	0.05902674507
619	0.05890045335
620	0.05879502901
621	0.0585752427
622	0.05847567013
623	0.05842522102
624	0.05834827575
625	0.05826167658
626	0.05820531565
627	0.05805127598
628	0.05780078392
629	0.05771080718
630	0.05768670982
631	0.05762713039
632	0.05758225366
633	0.05749442512
634	0.05744200825
635	0.05735910142
636	0.05725310869
637	0.05715552068
638	0.05708055202
639	0.05698360731
640	0.05687985548
641	0.05683116018
642	0.05675152027
643	0.05661303651
644	0.05650727745
645	0.05641195922
646	0.05636078816
647	0.05629628588
648	0.05611270774
649	0.05603714255
650	0.05593359387
651	0.05586997864
652	0.05580248104
653	0.05574726326
654	0.05567392771
655	0.05561529159
656	0.05551168801
657	0.05543376526
658	0.05529889324
659	0.05518055048
660	0.05514232629
661	0.05507970659
662	0.05498696585
663	0.0549535579
664	0.05490705031
665	0.05486460397
666	0.05484868004
667	0.05478138495
668	0.05459177247
669	0.05452947035
670	0.05445754783
671	0.05444301582
672	0.05433211305
673	0.05430960259
674	0.05427853052
675	0.05416827779
676	0.05409277853
677	0.05401658261
678	0.05395126584
679	0.053922079
680	0.0538556193
681	0.05380746854
682	0.05368142121
683	0.05359706382
684	0.05353221879
685	0.0534599028
686	0.05340154548
687	0.05335900377
688	0.05322676797
689	0.05314695417
690	0.05302160826
691	0.0529376984
692	0.05286648328
693	0.05280225026
694	0.05268538633
695	0.05262704516
696	0.05252583089
697	0.05248781488
698	0.0523911341
699	0.05230591903
700	0.05225383608
701	0.0521923058
702	0.05210582274
703	0.05206055536
704	0.05197948847
705	0.05188185962
706	0.05178271568
707	0.05175931761
708	0.05170799963
709	0.0516626434
710	0.05157028277
711	0.05155894304
712	0.05145928252
713	0.05136362235
714	0.05122956094
715	0.05118184189
716	0.05116464619
717	0.05112749845
718	0.05106421774
719	0.05100300789
720	0.050951385
721	0.05089793415
722	0.05082410923
723	0.05073492239
724	0.05064703124
725	0.05059706762
726	0.0505491217
727	0.05048436494
728	0.05040632483
729	0.05033665575
730	0.05014687541
731	0.0500562717
732	0.05002620285
733	0.04996140832
734	0.04988391826
735	0.04982827951
736	0.04977590567
737	0.0497251618
738	0.04966497453
739	0.04959889451
740	0.04953756658
741	0.04947994475
742	0.04937909269
743	0.04934744575
744	0.04931265695
745	0.04926189977
746	0.04920450829
747	0.04911558113
748	0.04903568665
749	0.04899352529
750	0.04897285021
751	0.04892851119
752	0.04889723803
753	0.04880951213
754	0.0486633626
755	0.04852955487
756	0.04850521969
757	0.04838224337
758	0.04833054402
759	0.04827800082
760	0.04820553117
761	0.04815001805
762	0.04808735143
763	0.04801746642
764	0.04795929047
765	0.04788056538
766	0.04785593614
767	0.0477666954
768	0.04767622135
769	0.04761115323
770	0.04751584082
771	0.04747814463
772	0.04743399348
773	0.04735566631
774	0.04727191615
775	0.04714792746
776	0.04708717502
777	0.04703305055
778	0.04700698523
779	0.04697714128
780	0.04689383013
781	0.0468251185
782	0.0467993029
783	0.04667825756
784	0.04665841152
785	0.04662100333
786	0.04655669678
787	0.04648188888
788	0.04646481249
789	0.04640076524
790	0.04634733463
791	0.04627721158
792	0.04621421164
793	0.04618624688
794	0.04607759624
795	0.04604467966
796	0.04598418069
797	0.04589914016
798	0.04585884639
799	0.0457675236
800	0.04565539836
801	0.04558107936
802	0.04552050453
803	0.04551235085
804	0.04549359731
805	0.04547502686
806	0.04545580272
807	0.04540338692
808	0.04535164622
809	0.04519117475
810	0.04513314243
811	0.045051405
812	0.04501261527
813	0.0449652886
814	0.04495073828
815	0.04492333415
816	0.04488240905
817	0.0448426096
818	0.0447664972
819	0.04469139568
820	0.04466416893
821	0.04461085534
822	0.04459304802
823	0.04453890515
824	0.04445172766
825	0.04442103534
826	0.04438152985
827	0.04435506604
828	0.04429250517
829	0.04415343144
830	0.04414569196
831	0.04413444831
832	0.04397702489
833	0.04385806958
834	0.04380784777
835	0.04372548366
836	0.04370390656
837	0.04367137428
838	0.04362019577
839	0.04357155508
840	0.04351838874
841	0.04342077904
842	0.0433962586
843	0.0433706766
844	0.04334525136
845	0.04333744141
846	0.04328738192
847	0.04319117901
848	0.04315010237
849	0.04311905967
850	0.04300307885
851	0.04289026073
852	0.04287320381
853	0.04284798982
854	0.0428087063
855	0.04276390029
856	0.04272281377
857	0.04267033242
858	0.0426285691
859	0.04256614933
860	0.04242379801
861	0.04240708268
862	0.04234077231
863	0.04232354454
864	0.04227696739
865	0.04220291613
866	0.04216523955
867	0.04213275231
868	0.04207053533
869	0.04196433469
870	0.04194237237
871	0.04191855963
872	0.04181698292
873	0.04174866803
874	0.04158142905
875	0.0415459585
876	0.04153009666
877	0.04147114101
878	0.04141008291
879	0.0413567597
880	0.04125967455
881	0.04121635067
882	0.04117782897
883	0.04114856069
884	0.04108453713
885	0.04103038425
886	0.04098026806
887	0.04091526493
888	0.04087246918
889	0.04076522567
890	0.04070774322
891	0.04063957293
892	0.04059756355
893	0.04057028187
894	0.04052593154
895	0.0404590296
896	0.04041668152
897	0.04035658507
898	0.04030274444
899	0.04028170841
900	0.04023800574
901	0.04021739597
902	0.04013244759
903	0.04010290661
904	0.04003459082
905	0.03998458868
906	0.0399387971
907	0.03989440269
908	0.03986279668
909	0.0398329021
910	0.03982124151
911	0.03978660284
912	0.03977001445
913	0.03973684617
914	0.03968730857
915	0.0396235369
916	0.03959823014
917	0.0395679704
918	0.03950396532
919	0.03948172406
920	0.03946893799
921	0.03942383473
922	0.03934892493
923	0.0392644254
924	0.03922220245
925	0.03915199348
926	0.03911275072
927	0.03910397289
928	0.03909483914
929	0.03903576784
930	0.03895535528
931	0.0389149439
932	0.03888021031
933	0.03884061964
934	0.03879132651
935	0.03863027778
936	0.03857493468
937	0.038570279
938	0.03854441024
939	0.03850580066
940	0.03843821601
941	0.0383954541
942	0.03836352771
943	0.0383417446
944	0.03831916049
945	0.0383038579
946	0.0382591516
947	0.03820683849
948	0.03818012578
949	0.03815156504
950	0.03811616399
951	0.03807573237
952	0.03804290972
953	0.03800291821
954	0.03792524962
955	0.0379204997
956	0.03789154738
957	0.03785480908
958	0.03780776376
959	0.03777054201
960	0.03773605227
961	0.03771665344
962	0.03768765279
963	0.03759311834
964	0.03756106738
965	0.03751374721
966	0.03750643018
967	0.03744932192
968	0.03743265462
969	0.03739200667
970	0.03735785262
971	0.03734896441
972	0.03731373349
973	0.03728980671
974	0.03722926692
975	0.03706737685
976	0.03700721774
977	0.03697076698
978	0.03693414057
979	0.03691745886
980	0.03687564926
981	0.03681593815
982	0.03678729753
983	0.0367346928
984	0.03671442755
985	0.03668175047
986	0.03665487895
987	0.03662217946
988	0.03657160418
989	0.03653219438
990	0.03650495995
991	0.03649419981
992	0.03646026365
993	0.036443377
994	0.0363914355
995	0.03634908831
996	0.03631927023
997	0.03627381991
998	0.03624738992
999	0.03622701216
1000	0.03619650027
1001	0.03615541323
1002	0.03608637473
1003	0.03605836048
1004	0.03603219399
1005	0.03598147376
1006	0.03593844303
1007	0.035904827
1008	0.03584913507
1009	0.03579959808
1010	0.03576209484
1011	0.03570797729
1012	0.0356704028
1013	0.03564946105
1014	0.03561550234
1015	0.03557953028
1016	0.03554548575
1017	0.03549543509
1018	0.03542718205
1019	0.03539524108
1020	0.0353325056
1021	0.03528014159
1022	0.03524547933
1023	0.03520692733
1024	0.0351948766
1025	0.03516698809
1026	0.03512893574
1027	0.03509509124
1028	0.03505171161
1029	0.03501445053
1030	0.03499045932
1031	0.0349240958
1032	0.03489018781
1033	0.03485017166
1034	0.03481058819
1035	0.03478371965
1036	0.03474068698
1037	0.034677619
1038	0.03466714078
1039	0.0346272111
1040	0.03460924496
1041	0.03454971019
1042	0.03452613124
1043	0.03446192231
1044	0.03443817402
1045	0.03439236448
1046	0.03437077371
1047	0.03429321652
1048	0.03425738477
1049	0.03423607652
1050	0.0342163065
1051	0.03415090336
1052	0.03414080045
1053	0.03409573903
1054	0.03407217263
1055	0.03402664808
1056	0.03402029712
1057	0.03397424957
1058	0.0339603142
1059	0.03393944648
1060	0.03391230841
1061	0.03381109343
1062	0.0337919263
1063	0.03374785828
1064	0.03372687446
1065	0.03371420769
1066	0.03367861967
1067	0.0336348648
1068	0.03363292642
1069	0.03360660889
1070	0.0335649726
1071	0.03353312083
1072	0.0335077565
1073	0.03350199027
1074	0.03345801349
1075	0.03341821346
1076	0.03337472276
1077	0.03333854169
1078	0.03331585439
1079	0.03329315897
1080	0.03325563143
1081	0.03323868733
1082	0.03320725614
1083	0.03316050177
1084	0.03311003145
1085	0.03306609848
1086	0.03303569168
1087	0.03301872766
1088	0.0329967252
1089	0.03298609212
1090	0.03295112167
1091	0.03291864657
1092	0.03290070523
1093	0.03286966129
1094	0.03283889423
1095	0.03278923396
1096	0.03273421614
1097	0.03268130185
1098	0.03265260621
1099	0.03260683224
1100	0.03256970392
1101	0.03255705801
1102	0.03252911281
1103	0.03249305785
1104	0.03247799911
1105	0.03243199867
1106	0.0324207904
1107	0.03239653324
1108	0.03237074117
1109	0.03233613304
1110	0.0323019727
1111	0.03225314863
1112	0.03222879457
1113	0.03220191412
1114	0.03215978228
1115	0.03212720922
1116	0.03207599078
1117	0.03200099149
1118	0.03198968497
1119	0.0319507982
1120	0.03193858326
1121	0.03189446279
1122	0.03186259801
1123	0.03185779707
1124	0.03183820808
1125	0.03178396711
1126	0.03175899148
1127	0.03172217698
1128	0.03168951013
1129	0.03161010106
1130	0.03157227014
1131	0.03153580105
1132	0.03149378459
1133	0.03148290646
1134	0.03143921666
1135	0.03142038135
1136	0.03138994201
1137	0.03135059096
1138	0.03133737672
1139	0.03131987557
1140	0.03128578575
1141	0.03126318365
1142	0.03121252931
1143	0.03118354992
1144	0.03116048321
1145	0.03110837037
1146	0.0310778196
1147	0.03105578613
1148	0.03102631012
1149	0.03100013992
1150	0.03098002354
1151	0.03089456752
1152	0.03085932265
1153	0.03083268454
1154	0.03074224467
1155	0.03073651257
1156	0.03070491266
1157	0.03066608538
1158	0.03065025313
1159	0.03061745498
1160	0.03059243159
1161	0.03056696375
1162	0.03055355246
1163	0.03050713283
1164	0.03050119253
1165	0.03048001204
1166	0.03044228131
1167	0.03040505058
1168	0.03037940405
1169	0.03031186302
1170	0.03028617562
1171	0.03023863788
1172	0.03020537882
1173	0.03017810804
1174	0.03015056454
1175	0.03012725032
1176	0.03011600006
1177	0.03007138189
1178	0.03005677239
1179	0.03001540092
1180	0.02998036187
1181	0.02994567754
1182	0.02987628321
1183	0.02986353765
1184	0.02982972198
1185	0.02980215759
1186	0.02978103265
1187	0.02977117801
1188	0.02974437273
1189	0.02971536386
1190	0.02969024975
1191	0.02967838189
1192	0.02964632294
1193	0.02962651763
1194	0.02961319351
1195	0.02958654182
1196	0.02956854167
1197	0.0295351969
1198	0.02951106756
1199	0.02948372084
1200	0.02945707137
1201	0.02944992018
1202	0.0294363812
1203	0.02941097802
1204	0.02939003457
1205	0.02937017849
1206	0.02928982301
1207	0.02925344758
1208	0.02919088321
1209	0.02916505916
1210	0.02912857491
1211	0.02909720476
1212	0.0290592371
1213	0.02904054247
1214	0.02902060382
1215	0.02898418138
1216	0.02896629577
1217	0.0289276187
1218	0.02891792706
1219	0.02890437377
1220	0.02887097885
1221	0.02876976771
1222	0.02876234706
1223	0.02872984802
1224	0.0287173923
1225	0.02868287927
1226	0.02863808433
1227	0.02853091241
1228	0.02850889687
1229	0.02848135537
1230	0.02847206853
1231	0.0284419479
1232	0.02841450361
1233	0.02839620233
1234	0.02837757054
1235	0.02836678931
1236	0.02833310499
1237	0.02827912335
1238	0.02824140996
1239	0.02823159709
1240	0.02822746768
1241	0.02820588621
1242	0.02818848067
1243	0.02815598459
1244	0.02814296298
1245	0.02812425112
1246	0.02809661631
1247	0.0280659305
1248	0.02805747617
1249	0.02802745578
1250	0.02799439527
1251	0.02796014606
1252	0.02793818299
1253	0.02791306056
1254	0.02789623843
1255	0.02785820598
1256	0.02781512828
1257	0.02779171822
1258	0.02776811358
1259	0.02774435408
1260	0.02771393092
1261	0.02769592097
1262	0.02767381723
1263	0.02766278266
1264	0.02763514503
1265	0.02757419716
1266	0.02755275644
1267	0.02753205839
1268	0.02752164612
1269	0.02750849671
1270	0.02749378483
1271	0.02747289667
1272	0.02746227703
1273	0.02741221614
1274	0.02737865259
1275	0.02736466582
1276	0.02733433064
1277	0.02731197859
1278	0.02729044081
1279	0.02725199655
1280	0.02723943406
1281	0.02721836514
1282	0.02719405347
1283	0.0271788341
1284	0.02717037351
1285	0.02712920739
1286	0.02710111753
1287	0.02707778629
1288	0.02706838483
1289	0.02705615966
1290	0.02701556895
1291	0.02699702777
1292	0.02697912766
1293	0.02695700393
1294	0.02687005676
1295	0.02684079631
1296	0.02681782416
1297	0.02680193205
1298	0.02679160416
1299	0.02676572076
1300	0.02673854989
1301	0.02671328891
1302	0.02667039506
1303	0.02664463858
1304	0.02662466482
1305	0.02660134656
1306	0.02658701847
1307	0.02655692264
1308	0.02653537432
1309	0.02651554865
1310	0.02647406549
1311	0.0264462285
1312	0.02642676062
1313	0.02639619097
1314	0.02639287607
1315	0.02638500439
1316	0.02636133421
1317	0.02633186419
1318	0.02629036214
1319	0.0262774818
1320	0.02626583169
1321	0.02625319349
1322	0.02623074374
1323	0.02621297804
1324	0.02616811161
1325	0.02615008839
1326	0.02612306822
1327	0.02611181704
1328	0.02608426213
1329	0.0260674238
1330	0.02603911948
1331	0.02603401542
1332	0.02600293863
1333	0.02599903146
1334	0.0259853461
1335	0.0259516641
1336	0.02593682577
1337	0.02589361753
1338	0.02587625346
1339	0.02585961403
1340	0.02583115992
1341	0.02580551266
1342	0.02577652169
1343	0.02574861729
1344	0.02573096955
1345	0.02570876346
1346	0.0257055208
1347	0.02569440523
1348	0.02566028454
1349	0.025622698
1350	0.02556157365
1351	0.02554241358
1352	0.02548725356
1353	0.02547001545
1354	0.02544843439
1355	0.02540988688
1356	0.0253897503
1357	0.02537045556
1358	0.02533616986
1359	0.02531534928
1360	0.02530780608
1361	0.02529482442
1362	0.02527108308
1363	0.02516384309
1364	0.02515290052
1365	0.0251386878
1366	0.02511853168
1367	0.02509015839
1368	0.02505826828
1369	0.02504673734
1370	0.02501829521
1371	0.02500131647
1372	0.02498971788
1373	0.0249740476
1374	0.02495335785
1375	0.02492647211
1376	0.02489540467
1377	0.02487926056
1378	0.02486410379
1379	0.02484285047
1380	0.02482529757
1381	0.02477344636
1382	0.02475194697
1383	0.02473203678
1384	0.02472019902
1385	0.02470139766
1386	0.02468625434
1387	0.0246733383
1388	0.02465299596
1389	0.02464418982
1390	0.02464150291
1391	0.02457177972
1392	0.02455494268
1393	0.02454286459
1394	0.02452503865
1395	0.02451198634
1396	0.02449948797
1397	0.02446598521
1398	0.02443275732
1399	0.02441037591
1400	0.02439033628
1401	0.02437937192
1402	0.02436085104
1403	0.02434164887
1404	0.02422423129
1405	0.02421323082
1406	0.0242032391
1407	0.02418524906
1408	0.02417352411
1409	0.02415034848
1410	0.02412482395
1411	0.02403653729
1412	0.02401692815
1413	0.02398577677
1414	0.02395491378
1415	0.0238977443
1416	0.02388148135
1417	0.02385303447
1418	0.02384410758
1419	0.02382532201
1420	0.02381147451
1421	0.02380559479
1422	0.02379258672
1423	0.02378063003
1424	0.02377116236
1425	0.02375168731
1426	0.02372189056
1427	0.02369644289
1428	0.02366761528
1429	0.02364274368
1430	0.02361261093
1431	0.02359256332
1432	0.02358224172
1433	0.0235525331
1434	0.02352909754
1435	0.02352408876
1436	0.0235064089
1437	0.02349643747
1438	0.02348723246
1439	0.02346527969
1440	0.02344671336
1441	0.02343309308
1442	0.02342435089
1443	0.02340913815
1444	0.02339352717
1445	0.02337641477
1446	0.0233665147
1447	0.02335999201
1448	0.02335002806
1449	0.0233309619
1450	0.02331812299
1451	0.02328507155
1452	0.02326953746
1453	0.02323932154
1454	0.02322074776
1455	0.02319679015
1456	0.02319342299
1457	0.0231657117
1458	0.02314269717
1459	0.02313444927
1460	0.02311438828
1461	0.02308397835
1462	0.02307222133
1463	0.02306299643
1464	0.0230541639
1465	0.02303836837
1466	0.02302747483
1467	0.0230206967
1468	0.02300430154
1469	0.02300211463
1470	0.02297462504
1471	0.02295743892
1472	0.02294930867
1473	0.02294318701
1474	0.02292376204
1475	0.02287875836
1476	0.02285873632
1477	0.02283587254
1478	0.02282639245
1479	0.02280199517
1480	0.02278326439
1481	0.0227670238
1482	0.02270417714
1483	0.02269404353
1484	0.02268242658
1485	0.0226291881
1486	0.02260035383
1487	0.02259016939
1488	0.02257074894
1489	0.0225522772
1490	0.02254151403
1491	0.02252548815
1492	0.0225116021
1493	0.02250610624
1494	0.02249956099
1495	0.0224913814
1496	0.02247534623
1497	0.02245928355
1498	0.02244464835
1499	0.02238961299
