iter	Passed	Remaining
212	41075	248187
213	41187	247509
214	41316	246940
215	41460	246460
216	41578	245831
217	41707	245270
218	41840	244740
219	41953	244091
220	42071	243482
221	42200	242937
222	42336	242437
223	42479	241980
224	42610	241459
225	42795	241242
226	42908	240629
227	43069	240282
228	43235	239964
229	43367	239461
230	43539	239186
231	43705	238874
232	43863	238518
233	43991	238007
234	44104	237413
235	44252	237015
236	44375	236483
237	44509	236012
238	44648	235571
239	44768	235035
240	44871	234410
241	45026	234060
242	45169	233655
243	45292	233144
244	45433	232732
245	45561	232252
246	45709	231878
247	45849	231466
248	45982	231022
249	46126	230631
250	46313	230460
251	46460	230090
252	46596	229667
253	46760	229382
254	46880	228889
255	46993	228359
256	47141	228004
257	47262	227521
258	47407	227152
259	47544	226752
260	47688	226383
261	47794	225839
262	47942	225493
263	48087	225138
264	48206	224658
265	48347	224290
266	48484	223899
267	48588	223360
268	48696	222847
269	48850	222541
270	48999	222215
271	49140	221853
272	49284	221509
273	49435	221195
274	49553	220736
275	49687	220353
276	49822	219974
277	49933	219493
278	50060	219081
279	50219	218811
280	50335	218359
281	50459	217944
282	50602	217610
283	50730	217211
284	50874	216884
285	51013	216540
286	51132	216112
287	51244	215653
288	51378	215292
289	51512	214932
290	51663	214644
291	51854	214522
292	52020	214296
293	52142	213892
294	52295	213614
295	52440	213306
296	52589	213014
297	52745	212751
298	52876	212391
299	53027	212108
300	53170	211799
301	53288	211391
302	53435	211098
303	53572	210764
304	53671	210286
305	53803	209937
306	53931	209577
307	54064	209237
308	54194	208884
309	54294	208421
310	54432	208102
311	54571	207790
312	54687	207394
313	54813	207035
314	54940	206681
315	55077	206367
316	55221	206079
317	55365	205792
318	55495	205456
319	55639	205172
320	55778	204868
321	55927	204605
322	56061	204287
323	56209	204018
324	56353	203738
325	56481	203401
326	56631	203144
327	56763	202825
328	56917	202586
329	57065	202324
330	57200	202016
331	57337	201717
332	57491	201478
333	57634	201202
334	57738	200791
335	57876	200499
336	58013	200208
337	58158	199941
338	58295	199649
339	58449	199415
340	58593	199150
341	58744	198907
342	58875	198597
343	58991	198239
344	59112	197898
345	59250	197616
346	59392	197346
347	59523	197044
348	59661	196762
349	59775	196404
350	59877	196008
351	60029	195778
352	60170	195511
353	60305	195227
354	60451	194978
355	60577	194665
356	60690	194312
357	60815	193999
358	60945	193700
359	61092	193458
360	61223	193166
361	61353	192874
362	61501	192637
363	61641	192374
364	61763	192060
365	61893	191767
366	62041	191533
367	62201	191335
368	62339	191074
369	62503	190888
370	62655	190667
371	62806	190444
372	62953	190209
373	63057	189846
374	63206	189620
375	63359	189404
376	63499	189150
377	63632	188877
378	63807	188730
379	63934	188439
380	64058	188140
381	64196	187885
382	64345	187659
383	64486	187413
384	64638	187199
385	64817	187063
386	64981	186884
387	65143	186698
388	65309	186527
389	65477	186359
390	65592	186041
391	65728	185782
392	65847	185479
393	65963	185167
394	66094	184898
395	66243	184677
396	66394	184465
397	66564	184307
398	66726	184125
399	66879	183919
400	66984	183580
401	67130	183357
402	67278	183138
403	67413	182883
404	67569	182689
405	67698	182417
406	67841	182189
407	67976	181937
408	68112	181688
409	68222	181371
410	68357	181123
411	68499	180890
412	68633	180640
413	68808	180498
414	68964	180304
415	69132	180142
416	69292	179959
417	69448	179768
418	69690	179798
419	70139	180359
420	70514	180723
421	70793	180841
422	71214	181320
423	71654	181839
424	72097	182363
425	72525	182845
426	72979	183388
427	73382	183799
428	73820	184294
429	74216	184677
430	74592	185011
431	75018	185463
432	75472	185978
433	75867	186347
434	76343	186910
435	76787	187390
436	77226	187852
437	77557	188051
438	77997	188508
439	78407	188889
440	78793	189212
441	79189	189552
442	79601	189929
443	80011	190297
444	80320	190423
445	80792	190932
446	81216	191322
447	81621	191664
448	81937	191794
449	82384	192230
450	82806	192603
451	83236	192991
452	83671	193387
453	84124	193820
454	84577	194248
455	84972	194542
456	85330	194746
457	85799	195204
458	86103	195280
459	86596	195784
460	86939	195943
461	87310	196165
462	87777	196598
463	88186	196899
464	88613	197237
465	88934	197335
466	89391	197732
467	89783	197983
468	90183	198250
469	90566	198475
470	91010	198832
471	91510	199306
472	91964	199678
473	92481	200180
474	92971	200623
475	93442	201019
476	93823	201219
477	94204	201417
478	94598	201638
479	95014	201906
480	95471	202257
481	95893	202529
482	96310	202790
483	96739	203073
484	97018	203037
485	97380	203175
486	97708	203242
487	98124	203487
488	98455	203555
489	98734	203512
490	99119	203690
491	99480	203812
492	99928	204113
493	100309	204274
494	100683	204418
495	101098	204643
496	101459	204757
497	101910	205049
498	102364	205345
499	102741	205482
500	103121	205624
501	103512	205787
502	103976	206093
503	104479	206471
504	104889	206663
505	105241	206738
506	105734	207089
507	106168	207321
508	106487	207325
509	106842	207399
510	107113	207309
511	107418	207284
512	107775	207358
513	108262	207678
514	108732	207964
515	109061	207977
516	109425	208056
517	109862	208271
518	110193	208284
519	110591	208422
520	110986	208552
521	111427	208765
522	111822	208892
523	112205	208993
524	112504	208936
525	112930	209115
526	113424	209416
527	113875	209634
528	114373	209936
529	114737	209991
530	115102	210044
531	115524	210202
532	115886	210248
533	116329	210438
534	116760	210604
535	117094	210594
536	117532	210770
537	117986	210972
538	118312	210943
539	118732	211079
540	119104	211129
541	119579	211360
542	119966	211432
543	120347	211492
544	120772	211629
545	121154	211687
546	121580	211820
547	122018	211973
548	122470	212148
549	122903	212287
550	123302	212367
551	123702	212445
552	124059	212448
553	124469	212541
554	124891	212652
555	125327	212786
556	125689	212791
557	126146	212957
558	126533	213001
559	126984	213153
560	127453	213331
561	127835	213362
562	128170	213313
563	128585	213396
564	128982	213448
565	129412	213552
566	129879	213716
567	130323	213840
568	130746	213928
569	131182	214034
570	131532	213999
571	131946	214066
572	132415	214222
573	132836	214297
574	133332	214491
575	133639	214380
576	134079	214480
577	134511	214566
578	134999	214740
579	135331	214664
580	135830	214851
581	136259	214925
582	136579	214826
583	137137	215098
584	137598	215217
585	137956	215175
586	138317	215134
587	138691	215113
588	139117	215172
589	139604	215321
590	140090	215468
591	140366	215291
592	140826	215395
593	141284	215493
594	141730	215573
595	142138	215592
596	142613	215711
597	142962	215639
598	143265	215495
599	143681	215522
600	144096	215544
601	144546	215619
602	144860	215489
603	145342	215607
604	145824	215723
605	146219	215709
606	146629	215716
607	147094	215803
608	147483	215776
609	147879	215758
610	148330	215819
611	148672	215721
612	148943	215518
613	149421	215614
614	149882	215684
615	150184	215523
616	150618	215552
617	150933	215409
618	151345	215405
619	151683	215292
620	152170	215390
621	152503	215270
622	152908	215250
623	153362	215297
624	153758	215262
625	154149	215218
626	154536	215168
627	154974	215187
628	155367	215143
629	155800	215152
630	156224	215148
631	156642	215134
632	157105	215182
633	157588	215255
634	158060	215310
635	158497	215316
636	158823	215172
637	159173	215059
638	159573	215012
639	160026	215035
640	160463	215035
641	160903	215038
642	161350	215049
643	161737	214980
644	162220	215036
645	162627	214990
646	163114	215048
647	163543	215029
648	163893	214905
649	164325	214887
650	164698	214790
651	165162	214812
652	165593	214790
653	166077	214833
654	166521	214824
655	166986	214841
656	167336	214710
657	167675	214563
658	168034	214441
659	168406	214335
660	168879	214357
661	169288	214295
662	169727	214271
663	170164	214242
664	170602	214215
665	171058	214208
666	171500	214183
667	171980	214202
668	172374	214115
669	172780	214041
670	173241	214034
671	173633	213941
672	174113	213954
673	174591	213964
674	174973	213857
675	175393	213793
676	175842	213764
677	176190	213611
678	176592	213523
679	177028	213475
680	177481	213447
681	177887	213360
682	178305	213287
683	178768	213267
684	179211	213222
685	179625	213141
686	180107	213139
687	180535	213073
688	180889	212919
689	181269	212794
690	181593	212603
691	181927	212424
692	182396	212401
693	182830	212336
694	183228	212228
695	183667	212167
696	183967	211945
697	184401	211876
698	184857	211832
699	185250	211714
700	185685	211644
701	186058	211502
702	186477	211412
703	186850	211268
704	187194	211092
705	187629	211017
706	187985	210851
707	188429	210785
708	188847	210688
709	189260	210585
710	189697	210507
711	190213	210517
712	190614	210397
713	190938	210192
714	191343	210076
715	191809	210026
716	192289	209990
717	192698	209874
718	193110	209762
719	193454	209575
720	193874	209470
721	194335	209408
722	194834	209386
723	195221	209243
724	195626	209118
725	196083	209048
726	196496	208929
727	196874	208773
728	197265	208630
729	197665	208496
730	197934	208224
731	198379	208135
732	198810	208032
733	199268	207955
734	199683	207834
735	200052	207663
736	200421	207491
737	200819	207350
738	201192	207181
739	201531	206978
740	201935	206840
741	202321	206684
742	202774	206595
743	203193	206470
744	203643	206377
745	204056	206245
746	204464	206106
747	204893	205989
748	205328	205876
749	205703	205703
750	206131	205582
751	206483	205385
752	206858	205210
753	207299	205100
754	207655	204905
755	208004	204703
756	208444	204589
757	208727	204321
758	209105	204146
759	209550	204035
760	209893	203826
761	210238	203616
762	210706	203526
763	211056	203321
764	211465	203172
765	211887	203035
766	212362	202949
767	212751	202778
768	213186	202651
769	213606	202510
770	213969	202313
771	214398	202178
772	214841	202056
773	215232	201885
774	215623	201711
775	215892	201425
776	216308	201275
777	216745	201144
778	217188	201018
779	217582	200845
780	217912	200613
781	218311	200444
782	218734	200297
783	218998	200004
784	219391	199828
785	219866	199725
786	220343	199624
787	220776	199483
788	221225	199355
789	221652	199207
790	222130	199102
791	222510	198911
792	222895	198722
793	223311	198561
794	223666	198345
795	224091	198191
796	224556	198072
797	224882	197828
798	225312	197676
799	225685	197475
800	226021	197239
801	226446	197082
802	226886	196936
803	227318	196783
804	227758	196636
805	228150	196447
806	228600	196307
807	229042	196160
808	229416	195954
809	229745	195709
810	230120	195502
811	230481	195285
812	230917	195129
813	231252	194888
814	231666	194713
815	232148	194595
816	232520	194384
817	232956	194224
818	233346	194028
819	233792	193877
820	234158	193658
821	234507	193426
822	234925	193249
823	235297	193035
824	235713	192856
825	236145	192689
826	236596	192538
827	237023	192366
828	237415	192166
829	237677	191859
830	238115	191696
831	238556	191533
832	238892	191286
833	239212	191026
834	239595	190815
835	239942	190576
836	240320	190361
837	240719	190162
838	241133	189975
839	241578	189811
840	242014	189640
841	242269	189326
842	242759	189196
843	243255	189070
844	244005	189140
845	244557	189054
846	244911	188816
847	245216	188539
848	245668	188374
849	246118	188208
850	246536	188016
851	246978	187842
852	247415	187664
853	247918	187535
854	248357	187357
855	248818	187195
856	249242	187004
857	249631	186787
858	250013	186564
859	250463	186391
860	250783	186121
861	251332	186021
862	251673	185766
863	252099	185573
864	252541	185391
865	252897	185146
866	253239	184890
867	253685	184710
868	253960	184405
869	254302	184150
870	254694	183929
871	255082	183706
872	255463	183477
873	255842	183246
874	256160	182971
875	256589	182776
876	257011	182575
877	257351	182315
878	257680	182047
879	257680	182047
880	258884	182101
881	259285	181882
882	259555	181571
883	259848	181275
884	260536	181255
885	260741	180898
886	260924	180526
887	261125	180168
888	261303	179792
889	261423	179379
890	261612	179013
891	261830	178667
892	261989	178282
893	262134	177887
894	262274	177490
895	262427	177101
896	262819	176874
897	263199	176639
898	263629	176437
899	264086	176253
900	264520	176052
901	264928	175834
902	265284	175582
903	265719	175380
904	266125	175159
905	266630	175003
906	267115	174833
907	267664	174705
908	268132	174522
909	268589	174331
910	269123	174191
911	269598	174010
912	270087	173839
913	270593	173678
914	271061	173490
915	271578	173335
916	272052	173151
917	272532	172970
918	272993	172776
919	273481	172599
920	273978	172427
921	274414	172216
922	274824	171988
923	275209	171745
924	275533	171462
925	276012	171277
926	276515	171105
927	277062	170959
928	277539	170770
929	277866	170488
930	277994	170085
931	278186	169720
932	278394	169366
933	278580	168999
934	278746	168620
935	278890	168229
936	279079	167864
937	279255	167493
938	279431	167122
939	279571	166730
940	279722	166345
941	279889	165970
942	280054	165595
943	280223	165221
944	280391	164849
945	280583	164490
946	280745	164114
947	280874	163719
948	281049	163352
949	281215	162980
950	281372	162603
951	281504	162212
952	281669	161841
953	281803	161452
954	281934	161063
955	282084	160684
956	282243	160311
957	282379	159926
958	282506	159536
959	282666	159165
960	282811	158786
961	282958	158409
962	283130	158046
963	283258	157660
964	283411	157287
965	283588	156928
966	283739	156555
967	283900	156189
968	284067	155826
969	284215	155453
970	284372	155085
971	284559	154734
972	284721	154370
973	284891	154011
974	285045	153643
975	285149	153249
976	285285	152873
977	285437	152505
978	285583	152136
979	285737	151770
980	285863	151391
981	286006	151020
982	286156	150654
983	286292	150281
984	286449	149920
985	286600	149555
986	286752	149192
987	286898	148826
988	287056	148467
989	287204	148103
990	287350	147738
991	287508	147380
992	287654	147016
993	287839	146673
994	287958	146296
995	288105	145934
996	288238	145566
997	288381	145202
998	288534	144845
999	288682	144485
1000	288840	144131
1001	288973	143765
1002	289077	143384
1003	289260	143043
1004	289419	142691
1005	289543	142322
1006	289702	141971
1007	289819	141599
1008	289952	141237
1009	290087	140875
1010	290248	140526
1011	290385	140166
1012	290528	139809
1013	290728	139480
1014	290859	139118
1015	290989	138757
1016	291160	138415
1017	291325	138071
1018	291443	137705
1019	291589	137353
1020	291732	136999
1021	291864	136641
1022	292039	136303
1023	292230	135974
1024	292370	135620
1025	292516	135270
1026	292668	134924
1027	292824	134579
1028	292978	134234
1029	293138	133892
1030	293295	133548
1031	293428	133195
1032	293555	132839
1033	293674	132480
1034	293784	132117
1035	293949	131780
1036	294097	131435
1037	294204	131072
1038	294352	130729
1039	294496	130383
1040	294635	130036
1041	294787	129695
1042	294939	129354
1043	295068	129004
1044	295223	128665
1045	295363	128320
1046	295498	127973
1047	295635	127628
1048	295768	127282
1049	295908	126938
1050	296045	126594
1051	296182	126251
1052	296331	125912
1053	296495	125581
1054	296649	125245
1055	296786	124903
1056	296938	124567
1057	297085	124230
1058	297230	123892
1059	297373	123554
1060	297514	123215
1061	297642	122872
1062	297790	122537
1063	297923	122196
1064	298071	121861
1065	298230	121532
1066	298382	121200
1067	298497	120853
1068	298646	120521
1069	298801	120191
1070	298983	119873
1071	299195	119566
1072	299361	119242
1073	299523	118915
1074	299675	118586
1075	299863	118271
1076	300035	117950
1077	300182	117620
1078	300372	117307
1079	300518	116976
1080	300666	116647
1081	300849	116332
1082	300983	115998
1083	301111	115662
1084	301273	115339
1085	301415	115010
1086	301561	114682
1087	301709	114355
1088	301865	114031
1089	302010	113704
1090	302193	113391
1091	302386	113083
1092	302563	112768
1093	302740	112454
1094	302899	112133
1095	303033	111803
1096	303175	111477
1097	303336	111158
1098	303479	110833
1099	303630	110511
1100	303796	110195
1101	303956	109877
1102	304116	109559
1103	304278	109242
1104	304432	108922
1105	304583	108602
1106	304736	108283
1107	304871	107957
1108	305028	107641
1109	305173	107319
1110	305329	107002
1111	305471	106681
1112	305626	106364
1113	305761	106041
1114	305920	105726
1115	306041	105399
1116	306189	105081
1117	306302	104751
1118	306470	104441
1119	306599	104117
1120	306751	103802
1121	306895	103484
1122	307054	103172
1123	307205	102857
1124	307342	102538
1125	307524	102234
1126	307666	101917
1127	307799	101598
1128	307963	101289
1129	308100	100971
1130	308273	100666
1131	308427	100354
1132	308560	100036
1133	308723	99728
1134	308901	99426
1135	309066	99119
1136	309202	98803
1137	309330	98485
1138	309456	98166
1139	309593	97852
1140	309708	97531
1141	309846	97217
1142	309972	96900
1143	310115	96589
1144	310237	96271
1145	310374	95958
1146	310509	95645
1147	310658	95337
1148	310799	95026
1149	310953	94720
1150	311093	94409
1151	311230	94099
1152	311371	93789
1153	311576	93499
1154	311734	93196
1155	311969	92915
1156	312189	92630
1157	312337	92324
1158	312496	92021
1159	312681	91726
1160	312850	91427
1161	313004	91124
1162	313158	90821
1163	313308	90517
1164	313459	90213
1165	313600	89907
1166	313757	89606
1167	313891	89299
1168	314013	88988
1169	314132	88677
1170	314267	88370
1171	314401	88064
1172	314563	87766
1173	314693	87459
1174	314844	87158
1175	314978	86853
1176	315130	86553
1177	315278	86252
1178	315417	85949
1179	315538	85642
1180	315683	85341
1181	315815	85037
1182	315944	84732
1183	316087	84432
1184	316240	84134
1185	316387	83835
1186	316525	83535
1187	316685	83239
1188	316845	82945
1189	316997	82648
1190	317153	82353
1191	317297	82055
1192	317425	81752
1193	317590	81460
1194	317756	81169
1195	317888	80868
1196	318034	80572
1197	318168	80273
1198	318290	79971
1199	318429	79673
1200	318591	79382
1201	318744	79088
1202	318894	78795
1203	319047	78502
1204	319210	78211
1205	319349	77915
1206	319447	77610
1207	319567	77310
1208	319686	77010
1209	319846	76720
1210	319987	76426
1211	320121	76131
1212	320253	75835
1213	320406	75545
1214	320559	75254
1215	320719	74966
1216	320852	74672
1217	320979	74376
1218	321122	74084
1219	321275	73795
1220	321400	73500
1221	321524	73205
1222	321672	72916
1223	321810	72624
1224	321962	72336
1225	322097	72044
1226	322231	71753
1227	322334	71454
1228	322490	71168
1229	322641	70881
1230	322797	70595
1231	322935	70305
1232	323069	70015
1233	323219	69729
1234	323385	69446
1235	323545	69162
1236	323654	68868
1237	323796	68581
1238	323987	68304
1239	324220	68036
1240	324401	67758
1241	324569	67476
1242	324756	67200
1243	324986	66932
1244	325183	66657
1245	325341	66374
1246	325501	66093
1247	325662	65811
1248	325885	65542
1249	326087	65269
1250	326250	64989
1251	326392	64704
1252	326549	64423
1253	326694	64139
1254	326852	63858
1255	327088	63593
1256	327253	63314
1257	327417	63035
1258	327574	62754
1259	327718	62472
1260	327891	62195
1261	328062	61918
1262	328244	61643
1263	328414	61366
1264	328549	61083
1265	328682	60799
1266	328821	60517
1267	328983	60240
1268	329144	59962
1269	329307	59685
1270	329458	59406
1271	329653	59135
1272	329828	58860
1273	329980	58582
1274	330120	58302
1275	330291	58027
1276	330451	57751
1277	330640	57480
1278	330797	57203
1279	330922	56921
1280	331085	56646
1281	331243	56370
1282	331457	56104
1283	331620	55830
1284	331788	55556
1285	332058	55299
1286	332493	55070
1287	332911	54838
1288	333276	54597
1289	333664	54359
1290	333967	54107
1291	334346	53868
1292	334781	53637
1293	335119	53391
1294	335464	53145
1295	335805	52899
1296	336106	52646
1297	336459	52401
1298	336874	52166
1299	337235	51922
1300	337578	51675
1301	337978	51437
1302	338255	51179
1303	338544	50924
1304	338973	50690
1305	339343	50446
1306	339721	50203
1307	340037	49951
1308	340347	49699
1309	340749	49459
1310	341144	49218
1311	341511	48973
1312	341837	48722
1313	342142	48468
1314	342553	48228
1315	342939	47985
1316	343310	47739
1317	343686	47495
1318	344016	47243
1319	344374	46995
1320	344761	46751
1321	345151	46507
1322	345494	46257
1323	345891	46014
1324	346252	45765
1325	346629	45519
1326	346927	45262
1327	347278	45012
1328	347550	44752
1329	347958	44509
1330	348357	44264
1331	348759	44020
1332	349118	43770
1333	349508	43524
1334	349883	43276
1335	350210	43022
1336	350526	42766
1337	350812	42506
1338	351216	42261
1339	351589	42012
1340	351978	41764
1341	352367	41516
1342	352634	41254
1343	352969	41000
1344	353267	40741
1345	353631	40490
1346	354042	40244
1347	354401	39991
1348	354702	39732
1349	354995	39473
1350	355217	39205
1351	355562	38951
1352	355798	38685
1353	356157	38432
1354	356594	38187
1355	356911	37930
1356	357332	37683
1357	357748	37435
1358	358142	37185
1359	358452	36926
1360	358831	36674
1361	359215	36422
1362	359622	36173
1363	359901	35910
1364	360329	35663
1365	360794	35418
1366	361140	35162
1367	361533	34910
1368	361841	34650
1369	362314	34405
1370	362753	34157
1371	363224	33911
1372	363709	33667
1373	364136	33416
1374	364550	33165
1375	365034	32919
1376	365522	32673
1377	365851	32413
1378	366232	32158
1379	366603	31901
1380	366980	31645
1381	367280	31382
1382	367671	31127
1383	368091	30873
1384	368575	30625
1385	368941	30367
1386	369339	30112
1387	369738	29856
1388	370061	29594
1389	370427	29335
1390	370804	29077
1391	371110	28813
1392	371551	28560
1393	372060	28311
1394	372513	28058
1395	373047	27811
1396	373520	27559
1397	374006	27307
1398	374360	27046
1399	374749	26786
1400	375134	26527
1401	375559	26270
1402	375964	26011
1403	376406	25755
1404	376689	25488
1405	377144	25232
1406	377618	24977
1407	378035	24718
1408	378413	24457
1409	378695	24189
1410	379020	23924
1411	379302	23655
1412	379700	23395
1413	380205	23140
1414	380566	22877
1415	380841	22608
1416	381213	22345
1417	381577	22081
1418	381952	21818
1419	382219	21548
1420	382370	21272
1421	382510	20996
1422	382669	20721
1423	382820	20445
1424	382962	20170
1425	383125	19895
1426	383258	19619
1427	383382	19343
1428	383528	19069
1429	383647	18793
1430	383783	18518
1431	383936	18244
1432	384083	17970
1433	384217	17695
1434	384343	17421
1435	384500	17148
1436	384652	16875
1437	384759	16600
1438	384893	16327
1439	385037	16054
1440	385182	15781
1441	385340	15509
1442	385533	15239
1443	385713	14968
1444	385869	14697
1445	385983	14424
1446	386147	14153
1447	386288	13881
1448	386421	13610
1449	386563	13338
1450	386670	13066
1451	386793	12795
1452	386968	12525
1453	387096	12254
1454	387272	11985
1455	387403	11715
1456	387572	11446
1457	387711	11176
1458	387863	10906
1459	388028	10638
1460	388181	10369
1461	388293	10099
1462	388453	9830
1463	388601	9562
1464	388755	9294
1465	388901	9025
1466	389066	8757
1467	389213	8490
1468	389362	8222
1469	389510	7954
1470	389660	7687
1471	389804	7419
1472	389962	7152
1473	390126	6886
1474	390281	6619
1475	390410	6352
1476	390568	6086
1477	390696	5819
1478	390862	5553
1479	391016	5287
1480	391152	5021
1481	391324	4756
1482	391425	4490
1483	391578	4224
1484	391714	3959
1485	391829	3694
1486	391981	3429
1487	392135	3164
1488	392260	2899
1489	392402	2635
1490	392548	2371
1491	392670	2106
1492	392832	1843
1493	392995	1579
1494	393142	1315
1495	393307	1052
1496	393438	788
1497	393566	525
1498	393700	262
1499	393806	0
